compound_id,compound_name,structural_class,subfamily,property,quantity,unit,value_num,uncertainty,range_low,range_high,value_reported,scale,direction,denominator,setting,emission_band,bimodal,enzyme,enzyme_class,ph_regime,conditions,basis,secondary,provisional,superseded,source_locator,citation_key,doi,url,verification_status
NAT01,D-Luciferin,Natural luciferin and its stereoisomers,benzothiazole,bioluminescence emission maximum,,nm,539.0,,,,539,,,,,,,"Pyrearinus termitilluminans luciferase, wild type",click-beetle luciferase,physiological or basic,"24 degC, pH 8.0; relative standard uncertainty of the QY measurements approximately 15%; luminometer calibrated absolutely against an integrating-sphere spectrometer; Table 1",maximum of the bioluminescence spectrum; ref [48],,,,Table 1,Niwa2023,10.3390/bios13020223,https://doi.org/10.3390/bios13020223,confirmed
NAT01,D-Luciferin,Natural luciferin and its stereoisomers,benzothiazole,bioluminescence emission maximum,,nm,625.0,,,,625,,,,,,,"Phrixothrix hirtus luciferase, wild type",wild-type firefly luciferase,physiological or basic,"24 degC, pH 8.0; relative standard uncertainty of the QY measurements approximately 15%; luminometer calibrated absolutely against an integrating-sphere spectrometer; Table 1",maximum of the bioluminescence spectrum; ref [48],,,,Table 1,Niwa2023,10.3390/bios13020223,https://doi.org/10.3390/bios13020223,confirmed
NAT01,D-Luciferin,Natural luciferin and its stereoisomers,benzothiazole,bioluminescence emission maximum,,nm,554.0,,,,554,,,,,,,"Pyrocoelia miyako luciferase, wild type",wild-type firefly luciferase,physiological or basic,"24 degC, pH 8.0; relative standard uncertainty of the QY measurements approximately 15%; luminometer calibrated absolutely against an integrating-sphere spectrometer; Table 1",maximum of the bioluminescence spectrum; ref [48],,,,Table 1,Niwa2023,10.3390/bios13020223,https://doi.org/10.3390/bios13020223,confirmed
NAT01,D-Luciferin,Natural luciferin and its stereoisomers,benzothiazole,bioluminescence emission maximum,,nm,606.0,,,,606,,,,,,,Pyrocoelia miyako luciferase mutant N230S,engineered firefly luciferase,physiological or basic,"24 degC, pH 8.0; relative standard uncertainty of the QY measurements approximately 15%; luminometer calibrated absolutely against an integrating-sphere spectrometer; Table 1",maximum of the bioluminescence spectrum; ref [48],,,,Table 1,Niwa2023,10.3390/bios13020223,https://doi.org/10.3390/bios13020223,confirmed
NAT01,D-Luciferin,Natural luciferin and its stereoisomers,benzothiazole,bioluminescence emission maximum,,nm,559.0,,,,559,,,,,,,Pyrocoelia miyako luciferase mutant S199T,engineered firefly luciferase,physiological or basic,"24 C, pH 8.0; Table 1",,,,,Table 1,Niwa2023,10.3390/bios13020223,https://doi.org/10.3390/bios13020223,secondary
NAT01,D-Luciferin,Natural luciferin and its stereoisomers,benzothiazole,bioluminescence emission maximum,,nm,556.0,,,,556,,,,,,,Pyrocoelia miyako luciferase mutant S200A,engineered firefly luciferase,physiological or basic,"24 degC, pH 8.0; relative standard uncertainty of the QY measurements approximately 15%; luminometer calibrated absolutely against an integrating-sphere spectrometer; Table 1",maximum of the bioluminescence spectrum; ref [48],,,,Table 1,Niwa2023,10.3390/bios13020223,https://doi.org/10.3390/bios13020223,confirmed
NAT01,D-Luciferin,Natural luciferin and its stereoisomers,benzothiazole,bioluminescence emission maximum,,nm,611.0,,,,611,,,,,,,"crystalline firefly luciferase (Photinus luciferin: oxygen 4-oxidoreductase, EC 1.13.12.7) isolated from firefly lanterns by the affinity-chromatography method of Branchini et al. 1980; average specific activity 20 units/mg; 1 unit = 10^13 photons s^-1. Intro identifies the firefly as Photinus pyralis; Methods say only.",wild-type firefly luciferase,acidic,"25 mM glycylglycine pH 6.0, 4.8 mM MgSO4. Perkin-Elmer LS-5B luminescence spectrometer with the excitation source shunted, spectra corrected for the PMT spectral response; reaction started in a disposable semimicro cuvette by adding 30 uL of 20 mM ATP to 750 uL buffer containing 4.8 mM MgSO4, 30 uL of 1.25 mM substrate (Fig. 3 caption: 31 uM bioluminescent substrate) and ca. 0.7 units of luciferase. Buffers as for the enzyme assays. TEMPERATURE NOT STATED.",bioluminescence emission maximum of D-luciferin at pH 6.0 (Table 1),,,,Table 1,Takakura2012,10.1002/cbic.201200142,https://doi.org/10.1002/cbic.201200142,confirmed
NAT01,D-Luciferin,Natural luciferin and its stereoisomers,benzothiazole,bioluminescence emission maximum,,nm,556.0,,,,556,,,,,,,firefly luciferase (Fluc; source not stated in retrieved text),wild-type firefly luciferase,physiological or basic,"basic pH (HEPES 30 mM, pH 7.0-8.0); Table 1",,,,,Table 1,Takakura2012,10.1002/cbic.201200142,https://doi.org/10.1002/cbic.201200142,confirmed
NAT01,D-Luciferin,Natural luciferin and its stereoisomers,benzothiazole,bioluminescence emission maximum,,nm,560.0,,,,560,,,,,,,"firefly luciferase (luc, luc+, luc2)",engineered firefly luciferase,unstated,stated in review text,,,,,,SaitoMoriya2021,10.3390/ijms22041848,https://doi.org/10.3390/ijms22041848,secondary
NAT01,D-Luciferin,Natural luciferin and its stereoisomers,benzothiazole,bioluminescence emission maximum,,nm,558.0,,,,558,,,,,,,North American firefly (Photinus pyralis) luciferase,wild-type firefly luciferase,unstated,neutral to weakly alkaline conditions,,,,,,Takakura2021,10.3390/molecules26061618,https://doi.org/10.3390/molecules26061618,confirmed
NAT01,D-Luciferin,Natural luciferin and its stereoisomers,benzothiazole,bioluminescence emission maximum,,nm,610.0,,,,610,,,,,,,North American firefly (Photinus pyralis) luciferase,wild-type firefly luciferase,acidic,weakly acidic conditions,,,,,,Takakura2021,10.3390/molecules26061618,https://doi.org/10.3390/molecules26061618,confirmed
NAT01,D-Luciferin,Natural luciferin and its stereoisomers,benzothiazole,bioluminescence emission maximum,,nm,559.0,,,,559,,,,,,,firefly luciferase; species/preparation NOT stated in the abstract text retrieved,wild-type firefly luciferase,unstated,"Quoted from the abstract:. Buffer, pH and temperature are not given in the abstract; full text not accessible.",,,,,,Branchini1989,10.1111/j.1751-1097.1989.tb08442.x,https://doi.org/10.1111/j.1751-1097.1989.tb08442.x,confirmed
NAT01,D-Luciferin,Natural luciferin and its stereoisomers,benzothiazole,bioluminescence emission maximum,,nm,557.0,,,,557,,,,,,,wild-type firefly luciferase,wild-type firefly luciferase,unstated,,,,,,,Reddy2010,10.1021/ja104525m,https://doi.org/10.1021/ja104525m,confirmed
NAT01,D-Luciferin,Natural luciferin and its stereoisomers,benzothiazole,bioluminescence emission maximum,,nm,557.0,,,,557,,,,,,,"purified firefly luciferase (luc) expressed from E. coli, 10 nM",wild-type firefly luciferase,physiological or basic,"Assay buffer quoted from the paper: 20 mM Tris pH 7.4, 0.1 mM EDTA, 1 mM DTT, 0.8 mg/mL BSA; ambient temperature.",,,,,,Rylands2020,10.24820/ark.5550190.p011.420,https://doi.org/10.24820/ark.5550190.p011.420,confirmed
NAT01,D-Luciferin,Natural luciferin and its stereoisomers,benzothiazole,bioluminescence emission maximum,,nm,560.0,,,,560,,,,,,,firefly luciferase (PpyLuc) - as reported in the review,wild-type firefly luciferase,unstated,,,,,,,Meroni2009,10.3998/ark.5550190.0010.109,https://doi.org/10.3998/ark.5550190.0010.109,secondary
NAT01,D-Luciferin,Natural luciferin and its stereoisomers,benzothiazole,bioluminescence emission maximum,,nm,562.0,,,,562,,,,,,,Luc2 = mammalian codon-optimized Photinus pyralis luciferase,engineered firefly luciferase,physiological or basic,"50 mM Tricine pH 7.4, 2 mM ATP, 6 mM MgSO4, 12.5 ug enzyme, 0.1 mM analogue; solutions pre-warmed to 23 or 37 C; 23 C; Table 1, quoted as. The value printed in parentheses next to it, 562 (84), was not defined in the portion of text retrieved.",,,,,Table 1,Branchini2022,10.3390/ijms23052451,https://doi.org/10.3390/ijms23052451,confirmed
NAT01,D-Luciferin,Natural luciferin and its stereoisomers,benzothiazole,bioluminescence emission maximum,,nm,600.0,,,,"600, 574",,,,,,,Luc2 (mammalian codon-optimised Photinus pyralis luciferase),engineered firefly luciferase,physiological or basic,"BL initiated by mixing equal volumes (0.25 mL) of 50 mM Tricine pH 7.4 with 2 mM ATP and 6 mM MgSO4 and of assay buffer containing 12.5 ug enzyme and 0.1 mM analogue; FINAL concentrations in the 0.5 mL mixture were 0.4 uM enzyme, 50 uM analogue, 1 mM ATP and 3 mM MgSO4 in 50 mM Tricine pH 7.4. All solutions pre-warmed to 23 or 37 degC. Spectra recorded after a 1 min delay on a Horiba Jobin-Yvon iHR 320 imaging spectrometer with a liquid-N2 cooled CCD, 450-925 nm, excitation source off, 10 nm emission slit, corrected for detector spectral response.","bioluminescence emission maximum (+/- 2 nm); FWHM in parentheses in the source. Table 1 / Table 2 / Table 3 of Branchini2022 (values reproduced in Table S1). Table 1 headers: Substrate | Specific Activity | BL, 23 degC (lambda_max +/- 2 nm) | BL, 37 degC | Live Cell Activity | Km (uM).",,,,Table 1,Branchini2022,10.3390/ijms23052451,https://doi.org/10.3390/ijms23052451,confirmed
NAT01,D-Luciferin,Natural luciferin and its stereoisomers,benzothiazole,bioluminescence emission maximum,,nm,612.0,,,,612,,,,,,,Mut51 (Luc2 variant F243M/S347G),engineered firefly luciferase,physiological or basic,"BL initiated by mixing equal volumes (0.25 mL) of 50 mM Tricine pH 7.4 with 2 mM ATP and 6 mM MgSO4 and of assay buffer containing 12.5 ug enzyme and 0.1 mM analogue; FINAL concentrations in the 0.5 mL mixture were 0.4 uM enzyme, 50 uM analogue, 1 mM ATP and 3 mM MgSO4 in 50 mM Tricine pH 7.4. All solutions pre-warmed to 23 or 37 degC. Spectra recorded after a 1 min delay on a Horiba Jobin-Yvon iHR 320 imaging spectrometer with a liquid-N2 cooled CCD, 450-925 nm, excitation source off, 10 nm emission slit, corrected for detector spectral response.","bioluminescence emission maximum (+/- 2 nm); FWHM in parentheses in the source. Table 1 / Table 2 / Table 3 of Branchini2022 (values reproduced in Table S1). Table 1 headers: Substrate | Specific Activity | BL, 23 degC (lambda_max +/- 2 nm) | BL, 37 degC | Live Cell Activity | Km (uM).",,,,Table 1,Branchini2022,10.3390/ijms23052451,https://doi.org/10.3390/ijms23052451,confirmed
NAT01,D-Luciferin,Natural luciferin and its stereoisomers,benzothiazole,bioluminescence emission maximum,,nm,613.0,,,,613,,,,,,,PLR3 (G246A/F250H variant of the mammalian codon-optimised railroad-worm luciferase PLR1),engineered firefly luciferase,physiological or basic,"BL initiated by mixing equal volumes (0.25 mL) of 50 mM Tricine pH 7.4 with 2 mM ATP and 6 mM MgSO4 and of assay buffer containing 12.5 ug enzyme and 0.1 mM analogue; FINAL concentrations in the 0.5 mL mixture were 0.4 uM enzyme, 50 uM analogue, 1 mM ATP and 3 mM MgSO4 in 50 mM Tricine pH 7.4. All solutions pre-warmed to 23 or 37 degC. Spectra recorded after a 1 min delay on a Horiba Jobin-Yvon iHR 320 imaging spectrometer with a liquid-N2 cooled CCD, 450-925 nm, excitation source off, 10 nm emission slit, corrected for detector spectral response.","bioluminescence emission maximum (+/- 2 nm); FWHM in parentheses in the source. Table 1 / Table 2 / Table 3 of Branchini2022 (values reproduced in Table S1). Table 1 headers: Substrate | Specific Activity | BL, 23 degC (lambda_max +/- 2 nm) | BL, 37 degC | Live Cell Activity | Km (uM).",,,,Table 1,Branchini2022,10.3390/ijms23052451,https://doi.org/10.3390/ijms23052451,confirmed
NAT01,D-Luciferin,Natural luciferin and its stereoisomers,benzothiazole,bioluminescence emission maximum,,nm,598.0,,,,598,,,,,,,Akaluc (Luc2 variant with 28 mutations),engineered firefly luciferase,physiological or basic,"BL initiated by mixing equal volumes (0.25 mL) of 50 mM Tricine pH 7.4 with 2 mM ATP and 6 mM MgSO4 and of assay buffer containing 12.5 ug enzyme and 0.1 mM analogue; FINAL concentrations in the 0.5 mL mixture were 0.4 uM enzyme, 50 uM analogue, 1 mM ATP and 3 mM MgSO4 in 50 mM Tricine pH 7.4. All solutions pre-warmed to 23 or 37 degC. Spectra recorded after a 1 min delay on a Horiba Jobin-Yvon iHR 320 imaging spectrometer with a liquid-N2 cooled CCD, 450-925 nm, excitation source off, 10 nm emission slit, corrected for detector spectral response.","bioluminescence emission maximum (+/- 2 nm); FWHM in parentheses in the source. Table 1 / Table 2 / Table 3 of Branchini2022 (values reproduced in Table S1). Table 1 headers: Substrate | Specific Activity | BL, 23 degC (lambda_max +/- 2 nm) | BL, 37 degC | Live Cell Activity | Km (uM).",,,,Table 1,Branchini2022,10.3390/ijms23052451,https://doi.org/10.3390/ijms23052451,confirmed
NAT01,D-Luciferin,Natural luciferin and its stereoisomers,benzothiazole,bioluminescence emission maximum,,nm,597.0,,,,597,,,,,,,Akaluc (Luc2 variant with 28 mutations),engineered firefly luciferase,physiological or basic,"BL initiated by mixing equal volumes (0.25 mL) of 50 mM Tricine pH 7.4 with 2 mM ATP and 6 mM MgSO4 and of assay buffer containing 12.5 ug enzyme and 0.1 mM analogue; FINAL concentrations in the 0.5 mL mixture were 0.4 uM enzyme, 50 uM analogue, 1 mM ATP and 3 mM MgSO4 in 50 mM Tricine pH 7.4. All solutions pre-warmed to 23 or 37 degC. Spectra recorded after a 1 min delay on a Horiba Jobin-Yvon iHR 320 imaging spectrometer with a liquid-N2 cooled CCD, 450-925 nm, excitation source off, 10 nm emission slit, corrected for detector spectral response.","bioluminescence emission maximum (+/- 2 nm); FWHM in parentheses in the source. Table 1 / Table 2 / Table 3 of Branchini2022 (values reproduced in Table S1). Table 1 headers: Substrate | Specific Activity | BL, 23 degC (lambda_max +/- 2 nm) | BL, 37 degC | Live Cell Activity | Km (uM).",,,,Table 1,Branchini2022,10.3390/ijms23052451,https://doi.org/10.3390/ijms23052451,confirmed
NAT01,D-Luciferin,Natural luciferin and its stereoisomers,benzothiazole,bioluminescence emission maximum,,nm,602.0,,,,602,,,,,,,Fluc_red (mammalian codon-optimised P. pyralis variant with 16 mutations),engineered firefly luciferase,physiological or basic,"BL initiated by mixing equal volumes (0.25 mL) of 50 mM Tricine pH 7.4 with 2 mM ATP and 6 mM MgSO4 and of assay buffer containing 12.5 ug enzyme and 0.1 mM analogue; FINAL concentrations in the 0.5 mL mixture were 0.4 uM enzyme, 50 uM analogue, 1 mM ATP and 3 mM MgSO4 in 50 mM Tricine pH 7.4. All solutions pre-warmed to 23 or 37 degC. Spectra recorded after a 1 min delay on a Horiba Jobin-Yvon iHR 320 imaging spectrometer with a liquid-N2 cooled CCD, 450-925 nm, excitation source off, 10 nm emission slit, corrected for detector spectral response.","bioluminescence emission maximum (+/- 2 nm); FWHM in parentheses in the source. Table 1 / Table 2 / Table 3 of Branchini2022 (values reproduced in Table S1). Table 1 headers: Substrate | Specific Activity | BL, 23 degC (lambda_max +/- 2 nm) | BL, 37 degC | Live Cell Activity | Km (uM).",,,,Table 1,Branchini2022,10.3390/ijms23052451,https://doi.org/10.3390/ijms23052451,confirmed
NAT01,D-Luciferin,Natural luciferin and its stereoisomers,benzothiazole,bioluminescence emission maximum,,nm,604.0,,,,604,,,,,,,Fluc_red (mammalian codon-optimised P. pyralis variant with 16 mutations),engineered firefly luciferase,physiological or basic,"BL initiated by mixing equal volumes (0.25 mL) of 50 mM Tricine pH 7.4 with 2 mM ATP and 6 mM MgSO4 and of assay buffer containing 12.5 ug enzyme and 0.1 mM analogue; FINAL concentrations in the 0.5 mL mixture were 0.4 uM enzyme, 50 uM analogue, 1 mM ATP and 3 mM MgSO4 in 50 mM Tricine pH 7.4. All solutions pre-warmed to 23 or 37 degC. Spectra recorded after a 1 min delay on a Horiba Jobin-Yvon iHR 320 imaging spectrometer with a liquid-N2 cooled CCD, 450-925 nm, excitation source off, 10 nm emission slit, corrected for detector spectral response.","bioluminescence emission maximum (+/- 2 nm); FWHM in parentheses in the source. Table 1 / Table 2 / Table 3 of Branchini2022 (values reproduced in Table S1). Table 1 headers: Substrate | Specific Activity | BL, 23 degC (lambda_max +/- 2 nm) | BL, 37 degC | Live Cell Activity | Km (uM).",,,,Table 1,Branchini2022,10.3390/ijms23052451,https://doi.org/10.3390/ijms23052451,confirmed
NAT01,D-Luciferin,Natural luciferin and its stereoisomers,benzothiazole,bioluminescence emission maximum,,nm,568.0,,,,568,,,,,,,Mut51 (Luc2 variant F243M/S347G),engineered firefly luciferase,physiological or basic,"BL initiated by mixing equal volumes (0.25 mL) of 50 mM Tricine pH 7.4 with 2 mM ATP and 6 mM MgSO4 and of assay buffer containing 12.5 ug enzyme and 0.1 mM analogue; FINAL concentrations in the 0.5 mL mixture were 0.4 uM enzyme, 50 uM analogue, 1 mM ATP and 3 mM MgSO4 in 50 mM Tricine pH 7.4. All solutions pre-warmed to 23 or 37 degC. Spectra recorded after a 1 min delay on a Horiba Jobin-Yvon iHR 320 imaging spectrometer with a liquid-N2 cooled CCD, 450-925 nm, excitation source off, 10 nm emission slit, corrected for detector spectral response.","bioluminescence emission maximum (+/- 2 nm); FWHM in parentheses in the source. Table 1 / Table 2 / Table 3 of Branchini2022 (values reproduced in Table S1). Table 1 headers: Substrate | Specific Activity | BL, 23 degC (lambda_max +/- 2 nm) | BL, 37 degC | Live Cell Activity | Km (uM).",,,,Table 1,Branchini2022,10.3390/ijms23052451,https://doi.org/10.3390/ijms23052451,confirmed
NAT01,D-Luciferin,Natural luciferin and its stereoisomers,benzothiazole,bioluminescence emission maximum,,nm,612.0,,,,612,,,,,,,Mut51,other,physiological or basic,"50 mM Tricine pH 7.4, 2 mM ATP, 6 mM MgSO4, 12.5 ug enzyme, 0.1 mM analogue; solutions pre-warmed to 23 or 37 C; 37 C; Table 2.",,,,,Table 2,Branchini2022,10.3390/ijms23052451,https://doi.org/10.3390/ijms23052451,confirmed
NAT01,D-Luciferin,Natural luciferin and its stereoisomers,benzothiazole,bioluminescence emission maximum,,nm,621.0,,,,621,,,,,,,CBR2 (mouse codon-optimised click beetle red luciferase R334S/G351R variant),click-beetle luciferase,physiological or basic,"BL initiated by mixing equal volumes (0.25 mL) of 50 mM Tricine pH 7.4 with 2 mM ATP and 6 mM MgSO4 and of assay buffer containing 12.5 ug enzyme and 0.1 mM analogue; FINAL concentrations in the 0.5 mL mixture were 0.4 uM enzyme, 50 uM analogue, 1 mM ATP and 3 mM MgSO4 in 50 mM Tricine pH 7.4. All solutions pre-warmed to 23 or 37 degC. Spectra recorded after a 1 min delay on a Horiba Jobin-Yvon iHR 320 imaging spectrometer with a liquid-N2 cooled CCD, 450-925 nm, excitation source off, 10 nm emission slit, corrected for detector spectral response.","bioluminescence emission maximum (+/- 2 nm); FWHM in parentheses in the source. Table 1 / Table 2 / Table 3 of Branchini2022 (values reproduced in Table S1). Table 1 headers: Substrate | Specific Activity | BL, 23 degC (lambda_max +/- 2 nm) | BL, 37 degC | Live Cell Activity | Km (uM).",,,,Table 1,Branchini2022,10.3390/ijms23052451,https://doi.org/10.3390/ijms23052451,confirmed
